donation_id,amount,created_at,campaign_id,donor_hash,_loaded_at
AB-1-00230,23.1,2026-02-02 09:00:00,small_dollar,sha256:40513cbf3a683f6e,2026-07-10 17:40:38
AB-1-00231,50.33,2026-01-23 04:00:00,volunteer_drive,sha256:6b311180ee81088f,2026-07-10 17:40:38
AB-1-00232,4.9,2026-03-27 11:00:00,fundraising_2026,sha256:7316ac6fde3ecc04,2026-07-10 17:40:38
AB-1-00233,25.38,2026-02-28 02:00:00,small_dollar,sha256:49b9a1b50953e0a3,2026-07-10 17:40:38
AB-1-00234,4.91,2026-02-23 09:00:00,gotv_march,sha256:7be1ff2bc27223cd,2026-07-10 17:40:38
AB-1-00235,270.99,2026-03-21 14:00:00,fundraising_2026,sha256:dd57cc6f812030d8,2026-07-10 17:40:38
AB-1-00236,50.89,2026-01-14 07:00:00,fundraising_2026,sha256:4af7506527b0dade,2026-07-10 17:40:38
AB-1-00237,23.61,2026-02-09 23:00:00,volunteer_drive,sha256:4c998d135c08af82,2026-07-10 17:40:38
AB-1-00238,100.2,2026-03-23 03:00:00,gotv_march,sha256:09ace1594e8435ba,2026-07-10 17:40:38
AB-1-00239,9.21,2026-03-24 04:00:00,gotv_march,sha256:a16780329a6e6a2c,2026-07-10 17:40:38
AB-1-00240,228.77,2026-03-19 04:00:00,small_dollar,sha256:dca0c576915c23c1,2026-07-10 17:40:38
AB-1-00241,51.81,2026-03-14 18:00:00,gotv_march,sha256:7e483fddc3b091f8,2026-07-10 17:40:38
AB-1-00242,9.88,2026-03-22 10:00:00,small_dollar,sha256:2a8c34718574a2a1,2026-07-10 17:40:38
AB-1-00243,91.12,2026-02-08 08:00:00,fundraising_2026,sha256:88e3764f69c13476,2026-07-10 17:40:38
AB-1-00244,4.87,2026-02-27 01:00:00,gotv_march,sha256:92a4a41395dc08a5,2026-07-10 17:40:38
AB-1-00245,100.14,2026-01-12 19:00:00,small_dollar,sha256:c27790946cade78d,2026-07-10 17:40:38
AB-1-00246,103.04,2026-01-06 14:00:00,gotv_march,sha256:91a9e19ae4d2c279,2026-07-10 17:40:38
AB-1-00247,4.95,2026-03-06 04:00:00,gotv_march,sha256:1c9f7dfb5762ddb6,2026-07-10 17:40:38
AB-1-00248,233.63,2026-01-11 16:00:00,volunteer_drive,sha256:2db226b513ed1070,2026-07-10 17:40:38
AB-1-00249,102.2,2026-02-26 16:00:00,gotv_march,sha256:3e3a735fd9e7fdea,2026-07-10 17:40:38
AB-1-00250,52.74,2026-02-06 12:00:00,fundraising_2026,sha256:acc60aca5ec881a1,2026-07-10 17:40:38
AB-1-00251,4.83,2026-03-24 10:00:00,small_dollar,sha256:3edbbd48b9cb8240,2026-07-10 17:40:38
AB-1-00252,9.67,2026-03-26 19:00:00,volunteer_drive,sha256:43e5afeaecda8d59,2026-07-10 17:40:38
AB-1-00253,258.11,2026-02-09 20:00:00,volunteer_drive,sha256:229f54985e2576b5,2026-07-10 17:40:38
AB-1-00254,97.53,2026-01-11 09:00:00,gotv_march,sha256:c1e02cd08517b720,2026-07-10 17:40:38
AB-1-00255,274.86,2026-03-27 22:00:00,fundraising_2026,sha256:e9e161a5cb01a3ab,2026-07-10 17:40:38
AB-1-00256,22.59,2026-02-24 16:00:00,gotv_march,sha256:eeb5252e0dd57ff3,2026-07-10 17:40:38
AB-1-00257,46.92,2026-01-28 10:00:00,volunteer_drive,sha256:bc7caa275417c113,2026-07-10 17:40:38
AB-1-00258,105.42,2026-02-07 03:00:00,fundraising_2026,sha256:db3174a994303656,2026-07-10 17:40:38
AB-1-00259,97.53,2026-03-21 04:00:00,volunteer_drive,sha256:c4eb4b2e9507d3d4,2026-07-10 17:40:38
AB-1-00260,10.44,2026-03-30 19:00:00,fundraising_2026,sha256:b6072e69e9b9425d,2026-07-10 17:40:38
AB-1-00261,10.94,2026-03-28 23:00:00,gotv_march,sha256:06b59cc0c216a0bf,2026-07-10 17:40:38
AB-1-00262,94.78,2026-02-27 07:00:00,small_dollar,sha256:a9dc6ae7c7fdc9d5,2026-07-10 17:40:38
AB-1-00263,272.36,2026-01-25 11:00:00,small_dollar,sha256:a7a83076cdecf9c4,2026-07-10 17:40:38
AB-1-00264,100.55,2026-02-06 12:00:00,volunteer_drive,sha256:c0c81fd1fb631f33,2026-07-10 17:40:38
AB-1-00265,22.76,2026-03-19 04:00:00,small_dollar,sha256:ce20c6dfa5c1075f,2026-07-10 17:40:38
AB-1-00266,267.29,2026-03-12 03:00:00,fundraising_2026,sha256:d0e3f94809d77815,2026-07-10 17:40:38
AB-1-00267,54.05,2026-01-21 08:00:00,volunteer_drive,sha256:4b7abfd4b333fe6f,2026-07-10 17:40:38
AB-1-00268,53.85,2026-01-12 07:00:00,fundraising_2026,sha256:18af366a5c3ea20d,2026-07-10 17:40:38
AB-1-00269,23.68,2026-02-20 16:00:00,fundraising_2026,sha256:ef46fa5f515f7b39,2026-07-10 17:40:38
AB-1-00270,5.34,2026-01-04 10:00:00,gotv_march,sha256:f5eb97cac37c6325,2026-07-10 17:40:38
AB-1-00271,27.09,2026-01-18 01:00:00,small_dollar,sha256:0bc631b232a8c3d4,2026-07-10 17:40:38
AB-1-00272,49.49,2026-01-18 22:00:00,fundraising_2026,sha256:c746e6e7f7234814,2026-07-10 17:40:38
AB-1-00273,10.67,2026-01-03 08:00:00,small_dollar,sha256:f6bd761ce63fb3c6,2026-07-10 17:40:38
AB-1-00274,23.11,2026-02-06 07:00:00,volunteer_drive,sha256:ccaf796b315792a3,2026-07-10 17:40:38
AB-1-00275,4.61,2026-03-21 14:00:00,small_dollar,sha256:cae3c39832d23a89,2026-07-10 17:40:38
AB-1-00276,101.5,2026-01-03 20:00:00,volunteer_drive,sha256:0ccd904aa199e26d,2026-07-10 17:40:38
AB-1-00277,23.7,2026-01-01 19:00:00,small_dollar,sha256:e4cdf32fd83c14aa,2026-07-10 17:40:38
AB-1-00278,109.49,2026-03-27 02:00:00,fundraising_2026,sha256:604312f4e7d4ab86,2026-07-10 17:40:38
AB-1-00279,101.08,2026-03-11 16:00:00,small_dollar,sha256:21a692dfd0c55a78,2026-07-10 17:40:38
AB-1-00280,54.81,2026-01-06 20:00:00,gotv_march,sha256:f42350bf78732804,2026-07-10 17:40:38
AB-1-00281,23.71,2026-02-15 02:00:00,fundraising_2026,sha256:2d1d81c5ba9df794,2026-07-10 17:40:38
AB-1-00282,4.85,2026-02-12 04:00:00,gotv_march,sha256:fa1d42d0f1408ea4,2026-07-10 17:40:38
AB-1-00283,54.81,2026-01-23 21:00:00,small_dollar,sha256:d070b9a142c5a92e,2026-07-10 17:40:38
AB-1-00284,263.81,2026-01-18 02:00:00,small_dollar,sha256:13c577097b0d1f4b,2026-07-10 17:40:38
AB-1-00285,10.77,2026-01-26 01:00:00,gotv_march,sha256:9466f1ee1722614f,2026-07-10 17:40:38
AB-1-00286,99.47,2026-03-07 12:00:00,fundraising_2026,sha256:73acd7c07f459ba5,2026-07-10 17:40:38
AB-1-00287,26.81,2026-01-25 09:00:00,fundraising_2026,sha256:a7f4a4ddcc02dea7,2026-07-10 17:40:38
AB-1-00288,5.3,2026-02-12 08:00:00,small_dollar,sha256:6063b5e3bbd36766,2026-07-10 17:40:38
AB-1-00289,27.37,2026-02-26 12:00:00,small_dollar,sha256:80662bb163b15d7f,2026-07-10 17:40:38
AB-1-00290,26.51,2026-02-17 16:00:00,small_dollar,sha256:628f341432453c6e,2026-07-10 17:40:38
AB-1-00291,95.88,2026-03-19 05:00:00,fundraising_2026,sha256:70657f14118ff253,2026-07-10 17:40:38
AB-1-00292,24.73,2026-03-26 09:00:00,small_dollar,sha256:433ba92a2a6d94b0,2026-07-10 17:40:38
AB-1-00293,45.42,2026-02-26 11:00:00,gotv_march,sha256:15e8669d31cc86ff,2026-07-10 17:40:38
AB-1-00294,274.0,2026-02-25 08:00:00,fundraising_2026,sha256:dbe5351312b5d2ab,2026-07-10 17:40:38
AB-1-00295,25.07,2026-03-23 12:00:00,volunteer_drive,sha256:8401eaf3f0d4f807,2026-07-10 17:40:38
AB-1-00296,264.07,2026-01-19 19:00:00,fundraising_2026,sha256:629c5020a5343611,2026-07-10 17:40:38
AB-1-00297,24.31,2026-01-31 20:00:00,fundraising_2026,sha256:ab7ee79a3cb94727,2026-07-10 17:40:38
AB-1-00298,24.36,2026-03-28 14:00:00,fundraising_2026,sha256:af89ec9282fc3f23,2026-07-10 17:40:38
AB-1-00299,48.14,2026-03-09 11:00:00,gotv_march,sha256:9c8ce63f71a4e4f5,2026-07-10 17:40:38
AB-1-00300,234.3,2026-01-15 00:00:00,small_dollar,sha256:f5ebdde96bc8c98f,2026-07-10 17:40:38
AB-1-00301,26.02,2026-01-16 08:00:00,volunteer_drive,sha256:bac811ffb3fba39c,2026-07-10 17:40:38
AB-1-00302,47.0,2026-02-06 22:00:00,volunteer_drive,sha256:eed252da1a13f512,2026-07-10 17:40:38
AB-1-00303,247.26,2026-02-27 05:00:00,fundraising_2026,sha256:43cb7dcf71ea92ae,2026-07-10 17:40:38
AB-1-00304,26.05,2026-02-10 21:00:00,gotv_march,sha256:37502ee4f2f5c94c,2026-07-10 17:40:38
AB-1-00305,271.37,2026-01-21 22:00:00,volunteer_drive,sha256:a3af2fcb66c08a5c,2026-07-10 17:40:38
AB-1-00306,5.49,2026-03-07 07:00:00,volunteer_drive,sha256:10be9a3c8be355ca,2026-07-10 17:40:38
AB-1-00307,25.27,2026-03-05 00:00:00,gotv_march,sha256:b7e8a77753c6bccd,2026-07-10 17:40:38
AB-1-00308,107.68,2026-03-12 04:00:00,fundraising_2026,sha256:3fad2d4fe3cfed65,2026-07-10 17:40:38
AB-1-00309,52.69,2026-03-03 16:00:00,fundraising_2026,sha256:726a1520cae0edf8,2026-07-10 17:40:38
AB-1-00310,4.95,2026-02-10 20:00:00,gotv_march,sha256:7289da201effc1e0,2026-07-10 17:40:38
AB-1-00311,93.64,2026-03-12 20:00:00,volunteer_drive,sha256:6912c06e52aebb80,2026-07-10 17:40:38
AB-1-00312,93.06,2026-01-08 03:00:00,volunteer_drive,sha256:b2aa762905e59952,2026-07-10 17:40:38
AB-1-00313,107.9,2026-01-29 11:00:00,fundraising_2026,sha256:7dab2740a1d74032,2026-07-10 17:40:38
AB-1-00314,23.13,2026-03-23 17:00:00,gotv_march,sha256:f92b4b9d2f049288,2026-07-10 17:40:38
AB-1-00315,233.43,2026-01-12 16:00:00,volunteer_drive,sha256:cdcdd32badb7a2a8,2026-07-10 17:40:38
AB-1-00316,96.75,2026-03-21 23:00:00,fundraising_2026,sha256:08af42d3bfc320dd,2026-07-10 17:40:38
AB-1-00317,5.45,2026-01-04 02:00:00,gotv_march,sha256:5874b0a6bc89f735,2026-07-10 17:40:38
AB-1-00318,102.78,2026-03-15 13:00:00,small_dollar,sha256:b14c95e31bd28da0,2026-07-10 17:40:38
AB-1-00319,272.83,2026-03-11 09:00:00,small_dollar,sha256:8151b03ef00a00ce,2026-07-10 17:40:38
AB-1-00320,24.77,2026-03-29 12:00:00,fundraising_2026,sha256:d9f577286dfc8970,2026-07-10 17:40:38
AB-1-00321,47.04,2026-02-23 15:00:00,volunteer_drive,sha256:0f68055022498adc,2026-07-10 17:40:38
AB-1-00322,27.38,2026-02-10 23:00:00,volunteer_drive,sha256:e0f0bac2eeb8db5e,2026-07-10 17:40:38
AB-1-00323,4.82,2026-03-07 17:00:00,small_dollar,sha256:8f985d1f12067944,2026-07-10 17:40:38
AB-1-00324,9.19,2026-02-27 07:00:00,gotv_march,sha256:89be04f2a2a45762,2026-07-10 17:40:38
AB-1-00325,10.93,2026-03-20 13:00:00,volunteer_drive,sha256:871540d06dd5d253,2026-07-10 17:40:38
AB-1-00326,23.45,2026-03-15 23:00:00,volunteer_drive,sha256:83548e7fead9f7fe,2026-07-10 17:40:38
AB-1-00327,53.79,2026-03-07 14:00:00,small_dollar,sha256:d4e1ee0507750d17,2026-07-10 17:40:38
AB-1-00328,54.67,2026-02-20 16:00:00,volunteer_drive,sha256:2d0a56953955575a,2026-07-10 17:40:38
AB-1-00329,24.97,2026-01-07 01:00:00,small_dollar,sha256:5fce2649ab906489,2026-07-10 17:40:38
AB-1-00330,46.34,2026-01-02 03:00:00,gotv_march,sha256:fff73dba739aa35d,2026-07-10 17:40:38
AB-1-00331,4.9,2026-02-21 11:00:00,volunteer_drive,sha256:a95bce5c9504a08d,2026-07-10 17:40:38
AB-1-00332,50.04,2026-02-06 02:00:00,gotv_march,sha256:3b9a47d35f0c35fd,2026-07-10 17:40:38
AB-1-00333,92.38,2026-03-21 21:00:00,fundraising_2026,sha256:bfdfd66412ed895f,2026-07-10 17:40:38
AB-1-00334,26.27,2026-02-13 17:00:00,volunteer_drive,sha256:19033b9a61da5582,2026-07-10 17:40:38
AB-1-00335,4.55,2026-02-21 16:00:00,volunteer_drive,sha256:8bf4adb6de274255,2026-07-10 17:40:38
AB-1-00336,46.49,2026-03-02 16:00:00,volunteer_drive,sha256:dc91f553722e6eee,2026-07-10 17:40:38
AB-1-00337,9.79,2026-03-20 10:00:00,gotv_march,sha256:c556fe9710921c56,2026-07-10 17:40:38
AB-1-00338,99.8,2026-03-06 16:00:00,gotv_march,sha256:aa8f927967ead4d0,2026-07-10 17:40:38
AB-1-00339,25.87,2026-01-03 11:00:00,small_dollar,sha256:e4806d9570f9c34e,2026-07-10 17:40:38
AB-1-00340,5.1,2026-03-30 20:00:00,gotv_march,sha256:e5f191f750cfd4a7,2026-07-10 17:40:38
AB-1-00341,10.44,2026-03-16 18:00:00,small_dollar,sha256:b3ada62b18173486,2026-07-10 17:40:38
AB-1-00342,105.49,2026-03-22 23:00:00,small_dollar,sha256:fca0d425f26458d2,2026-07-10 17:40:38
AB-1-00343,5.07,2026-03-29 07:00:00,fundraising_2026,sha256:f73dd7305e14d904,2026-07-10 17:40:38
AB-1-00344,46.51,2026-02-26 10:00:00,volunteer_drive,sha256:627e0e69333e7780,2026-07-10 17:40:38
AB-1-00345,261.37,2026-03-20 15:00:00,volunteer_drive,sha256:466cc88490581435,2026-07-10 17:40:38
AB-1-00346,248.92,2026-03-13 10:00:00,small_dollar,sha256:001752503457e9f4,2026-07-10 17:40:38
AB-1-00347,96.85,2026-01-23 14:00:00,gotv_march,sha256:12b905ad5c1fa1c5,2026-07-10 17:40:38
AB-1-00348,238.22,2026-03-29 20:00:00,small_dollar,sha256:75393831581014f5,2026-07-10 17:40:38
AB-1-00349,95.97,2026-02-01 08:00:00,gotv_march,sha256:4cad6bc5d82cfc49,2026-07-10 17:40:38
AB-1-00350,249.45,2026-01-27 22:00:00,small_dollar,sha256:3a2a4b59591d7c8f,2026-07-10 17:40:38
AB-1-00351,5.07,2026-02-05 09:00:00,small_dollar,sha256:a28e50e519cdebfa,2026-07-10 17:40:38
AB-1-00352,9.58,2026-02-20 11:00:00,gotv_march,sha256:9c708ff4bbf6d1b6,2026-07-10 17:40:38
AB-1-00353,51.56,2026-01-11 11:00:00,small_dollar,sha256:fad6c73688baba33,2026-07-10 17:40:38
AB-1-00354,103.92,2026-03-10 08:00:00,volunteer_drive,sha256:f645f61b8e029d9d,2026-07-10 17:40:38
AB-1-00355,9.1,2026-03-17 07:00:00,volunteer_drive,sha256:e45550a3452d9b3b,2026-07-10 17:40:38
AB-1-00356,48.3,2026-01-07 03:00:00,small_dollar,sha256:934fbd190c9962ae,2026-07-10 17:40:38
AB-1-00357,109.56,2026-01-18 00:00:00,volunteer_drive,sha256:3a162b6872fb23a7,2026-07-10 17:40:38
AB-1-00358,234.97,2026-03-02 15:00:00,gotv_march,sha256:f20b3852defa1049,2026-07-10 17:40:38
AB-1-00359,5.15,2026-03-24 01:00:00,volunteer_drive,sha256:40bdff884b8f1abd,2026-07-10 17:40:38
AB-1-00360,53.82,2026-01-05 05:00:00,volunteer_drive,sha256:5b8d15efed2f6deb,2026-07-10 17:40:38
AB-1-00361,46.86,2026-01-05 12:00:00,gotv_march,sha256:963d72e03a629709,2026-07-10 17:40:38
AB-1-00362,102.06,2026-01-02 09:00:00,gotv_march,sha256:4608d94887385074,2026-07-10 17:40:38
AB-1-00363,99.88,2026-03-24 17:00:00,volunteer_drive,sha256:0e0ddfd9f8141481,2026-07-10 17:40:38
AB-1-00364,10.62,2026-03-01 08:00:00,gotv_march,sha256:4c39992946a12abb,2026-07-10 17:40:38
AB-1-00365,26.09,2026-02-28 20:00:00,fundraising_2026,sha256:81fd92bcd2fb4c56,2026-07-10 17:40:38
AB-1-00366,262.86,2026-02-07 18:00:00,volunteer_drive,sha256:9383679cc86a2cdb,2026-07-10 17:40:38
AB-1-00367,50.15,2026-03-23 12:00:00,fundraising_2026,sha256:ff019d66155a54ab,2026-07-10 17:40:38
AB-1-00368,9.95,2026-01-13 05:00:00,volunteer_drive,sha256:739ebf01ebd2c242,2026-07-10 17:40:38
AB-1-00369,52.54,2026-02-19 07:00:00,gotv_march,sha256:80524c4dd5251c95,2026-07-10 17:40:38
AB-1-00370,25.77,2026-03-15 00:00:00,volunteer_drive,sha256:4961e70ff707f4aa,2026-07-10 17:40:38
AB-1-00371,23.3,2026-01-16 14:00:00,gotv_march,sha256:dfdeb6b046f50e1e,2026-07-10 17:40:38
AB-1-00372,25.57,2026-03-23 09:00:00,volunteer_drive,sha256:949415f550903122,2026-07-10 17:40:38
AB-1-00373,52.48,2026-03-03 04:00:00,gotv_march,sha256:b7db746a3763b2b3,2026-07-10 17:40:38
AB-1-00374,106.04,2026-03-12 15:00:00,volunteer_drive,sha256:6e3b09c3f2e4593f,2026-07-10 17:40:38
AB-1-00375,5.03,2026-03-29 19:00:00,gotv_march,sha256:298afe13898cd0ea,2026-07-10 17:40:38
AB-1-00376,5.33,2026-03-14 03:00:00,volunteer_drive,sha256:b3939c926e8f6289,2026-07-10 17:40:38
AB-1-00377,26.77,2026-01-20 05:00:00,small_dollar,sha256:ebe7c11d32d427ae,2026-07-10 17:40:38
AB-1-00378,99.78,2026-01-27 22:00:00,small_dollar,sha256:c77106cff2253e0e,2026-07-10 17:40:38
AB-1-00379,98.31,2026-02-28 04:00:00,fundraising_2026,sha256:40550d8fb56c5e76,2026-07-10 17:40:38
AB-1-00380,226.09,2026-03-28 09:00:00,gotv_march,sha256:241403d1309fc500,2026-07-10 17:40:38
AB-1-00381,4.55,2026-01-28 18:00:00,gotv_march,sha256:736c4cb3d3915210,2026-07-10 17:40:38
AB-1-00382,5.49,2026-03-11 01:00:00,small_dollar,sha256:dcc61f08d1c67e49,2026-07-10 17:40:38
AB-1-00383,10.53,2026-02-22 05:00:00,small_dollar,sha256:bfabdc5f87d92bfe,2026-07-10 17:40:38
AB-1-00384,48.76,2026-02-18 14:00:00,volunteer_drive,sha256:a9024ea7d8bd3bdc,2026-07-10 17:40:38
AB-1-00385,10.99,2026-02-14 03:00:00,small_dollar,sha256:9739628780d19920,2026-07-10 17:40:38
AB-1-00386,5.48,2026-01-29 00:00:00,small_dollar,sha256:857c6aaceb8a16b8,2026-07-10 17:40:38
AB-1-00387,97.59,2026-03-11 13:00:00,volunteer_drive,sha256:f3f25c3fc289eb75,2026-07-10 17:40:38
AB-1-00388,23.44,2026-02-14 04:00:00,fundraising_2026,sha256:c3643f0848f639cf,2026-07-10 17:40:38
AB-1-00389,105.32,2026-03-26 13:00:00,fundraising_2026,sha256:644e9c3deac3c134,2026-07-10 17:40:38
AB-1-00390,90.67,2026-01-09 03:00:00,fundraising_2026,sha256:b2e5a63eaa1994bd,2026-07-10 17:40:38
AB-1-00391,47.34,2026-01-06 12:00:00,volunteer_drive,sha256:f56b1fc1d16c1ddd,2026-07-10 17:40:38
AB-1-00392,109.87,2026-01-08 04:00:00,volunteer_drive,sha256:375ed7d0f8fe98ea,2026-07-10 17:40:38
AB-1-00393,101.96,2026-03-15 10:00:00,gotv_march,sha256:29bea53c1b6f404d,2026-07-10 17:40:38
AB-1-00394,94.42,2026-01-19 21:00:00,gotv_march,sha256:d67c704670eb9a0f,2026-07-10 17:40:38
AB-1-00395,270.58,2026-03-13 18:00:00,small_dollar,sha256:b53a4c8e1a01e17e,2026-07-10 17:40:38
AB-1-00396,258.57,2026-01-07 11:00:00,gotv_march,sha256:824441b25440946a,2026-07-10 17:40:38
AB-1-00397,24.38,2026-02-22 04:00:00,small_dollar,sha256:4e17b03d4f686ed9,2026-07-10 17:40:38
AB-1-00398,232.22,2026-01-29 09:00:00,small_dollar,sha256:517a2cea3d71c00e,2026-07-10 17:40:38
AB-1-00399,50.57,2026-03-13 13:00:00,volunteer_drive,sha256:5c6e6f63c9f92b3e,2026-07-10 17:40:38
AB-1-00400,25.73,2026-02-02 06:00:00,small_dollar,sha256:c0bbddd84feffe5e,2026-07-10 17:40:38
AB-1-00401,266.47,2026-01-12 17:00:00,fundraising_2026,sha256:02e6b9449e148e60,2026-07-10 17:40:38
AB-1-00402,90.79,2026-03-28 19:00:00,fundraising_2026,sha256:31782b303195fdcd,2026-07-10 17:40:38
AB-1-00403,252.94,2026-03-17 23:00:00,small_dollar,sha256:43c1793595d695de,2026-07-10 17:40:38
AB-1-00404,4.71,2026-02-12 09:00:00,volunteer_drive,sha256:ecb64af6b051d1bd,2026-07-10 17:40:38
AB-1-00405,54.14,2026-01-16 23:00:00,volunteer_drive,sha256:a1ad896541ba45ea,2026-07-10 17:40:38
AB-1-00406,26.38,2026-01-31 17:00:00,small_dollar,sha256:b5305c77764b9d88,2026-07-10 17:40:38
AB-1-00407,23.81,2026-03-25 11:00:00,small_dollar,sha256:fa0a4c778d633e19,2026-07-10 17:40:38
AB-1-00408,9.74,2026-03-02 10:00:00,small_dollar,sha256:e701b40bd49e0190,2026-07-10 17:40:38
AB-1-00409,9.03,2026-01-29 23:00:00,small_dollar,sha256:cbb8914b256f0427,2026-07-10 17:40:38
AB-1-00410,9.76,2026-01-26 10:00:00,volunteer_drive,sha256:c338d27fb8e8f68c,2026-07-10 17:40:38
AB-1-00411,23.79,2026-03-25 21:00:00,small_dollar,sha256:fd156df7fb173bb9,2026-07-10 17:40:38
AB-1-00412,49.61,2026-03-24 23:00:00,gotv_march,sha256:7aff542b6b52d423,2026-07-10 17:40:38
AB-1-00413,10.83,2026-03-11 15:00:00,fundraising_2026,sha256:ad3821867faca808,2026-07-10 17:40:38
AB-1-00414,5.26,2026-01-10 21:00:00,small_dollar,sha256:0ea53223a902b1d7,2026-07-10 17:40:38
AB-1-00415,5.21,2026-03-22 07:00:00,fundraising_2026,sha256:2c03fe3761b67781,2026-07-10 17:40:38
AB-1-00416,5.12,2026-02-28 11:00:00,small_dollar,sha256:c0dbc6a87906e47c,2026-07-10 17:40:38
AB-1-00417,101.03,2026-01-03 00:00:00,fundraising_2026,sha256:222a480421ea8787,2026-07-10 17:40:38
AB-1-00418,22.59,2026-02-05 17:00:00,small_dollar,sha256:990161cea0f590f0,2026-07-10 17:40:38
AB-1-00419,5.02,2026-01-23 03:00:00,volunteer_drive,sha256:9275223108f5a99e,2026-07-10 17:40:38
AB-1-00420,23.84,2026-03-09 08:00:00,small_dollar,sha256:ff9a3a14eb4e805f,2026-07-10 17:40:38
AB-1-00421,94.86,2026-02-21 14:00:00,volunteer_drive,sha256:5523cb4c1a5a1daf,2026-07-10 17:40:38
AB-1-00422,262.98,2026-01-11 20:00:00,fundraising_2026,sha256:8b51c06770721761,2026-07-10 17:40:38
AB-1-00423,45.56,2026-02-18 17:00:00,fundraising_2026,sha256:f1a8edb341cbdf2b,2026-07-10 17:40:38
AB-1-00424,51.45,2026-01-11 15:00:00,gotv_march,sha256:d6fadb90693f32fa,2026-07-10 17:40:38
AB-1-00425,4.73,2026-01-13 16:00:00,small_dollar,sha256:487c6645347ceb0b,2026-07-10 17:40:38
AB-1-00426,27.0,2026-01-10 21:00:00,fundraising_2026,sha256:2d2dea2dc3a1c3ed,2026-07-10 17:40:38
AB-1-00427,10.17,2026-02-10 00:00:00,small_dollar,sha256:94bfcaedec2cb213,2026-07-10 17:40:38
AB-1-00428,94.81,2026-02-08 05:00:00,small_dollar,sha256:dd2952ad78b682e5,2026-07-10 17:40:38
AB-1-00429,52.56,2026-03-11 10:00:00,volunteer_drive,sha256:1b155eca33e40cfd,2026-07-10 17:40:38
AB-1-00430,5.0,2026-03-30 23:00:00,gotv_march,sha256:af0cbf0d87ef0119,2026-07-10 17:40:38
AB-1-00431,4.84,2026-02-25 07:00:00,small_dollar,sha256:ea2c0bf8e9b107c6,2026-07-10 17:40:38
AB-1-00432,238.67,2026-02-11 00:00:00,small_dollar,sha256:2f30987d0c47673a,2026-07-10 17:40:38
AB-1-00433,49.32,2026-02-15 17:00:00,small_dollar,sha256:b40cf01554c3acc5,2026-07-10 17:40:38
AB-1-00434,10.43,2026-03-21 09:00:00,fundraising_2026,sha256:a6d0994467067b27,2026-07-10 17:40:38
AB-1-00435,232.71,2026-02-18 22:00:00,small_dollar,sha256:1dd31151bcd9565c,2026-07-10 17:40:38
AB-1-00436,5.44,2026-01-14 02:00:00,small_dollar,sha256:8d8d235c989ae7c2,2026-07-10 17:40:38
AB-1-00437,9.17,2026-02-04 03:00:00,small_dollar,sha256:516be7722792968e,2026-07-10 17:40:38
AB-1-00438,46.03,2026-03-13 16:00:00,fundraising_2026,sha256:6a209a5a6c59e18d,2026-07-10 17:40:38
AB-1-00439,105.69,2026-01-12 19:00:00,small_dollar,sha256:36c128031c82b64a,2026-07-10 17:40:38
AB-1-00440,5.22,2026-02-22 12:00:00,volunteer_drive,sha256:a5ff6b92581b6785,2026-07-10 17:40:38
AB-1-00441,46.7,2026-01-22 21:00:00,gotv_march,sha256:49f0164dc14eb644,2026-07-10 17:40:38
AB-1-00442,4.67,2026-03-05 04:00:00,gotv_march,sha256:e75ccd6b4490bc4c,2026-07-10 17:40:38
AB-1-00443,23.76,2026-03-03 02:00:00,volunteer_drive,sha256:dedd8cb82a3502a0,2026-07-10 17:40:38
AB-1-00444,93.91,2026-03-05 19:00:00,fundraising_2026,sha256:1f71af221711fe4d,2026-07-10 17:40:38
AB-1-00445,26.71,2026-01-01 12:00:00,small_dollar,sha256:60f4d7cd5e07b9dc,2026-07-10 17:40:38
AB-1-00446,24.65,2026-02-12 14:00:00,volunteer_drive,sha256:a753e94c881c1752,2026-07-10 17:40:38
AB-1-00447,9.96,2026-03-19 22:00:00,volunteer_drive,sha256:db5ceef67907f365,2026-07-10 17:40:38
AB-1-00448,259.75,2026-02-10 09:00:00,small_dollar,sha256:4452bff71cd36c93,2026-07-10 17:40:38
AB-1-00449,47.8,2026-02-01 10:00:00,small_dollar,sha256:98a8715d9ac0271d,2026-07-10 17:40:38
AB-1-00450,109.95,2026-03-14 06:00:00,volunteer_drive,sha256:1cb884ae719b82c4,2026-07-10 17:40:38
AB-1-00451,248.08,2026-03-12 00:00:00,volunteer_drive,sha256:7f953e704f1e35cc,2026-07-10 17:40:38
AB-1-00452,5.32,2026-02-07 22:00:00,small_dollar,sha256:664348acee55d27f,2026-07-10 17:40:38
AB-1-00453,23.71,2026-01-18 20:00:00,volunteer_drive,sha256:68bb19b7131d526c,2026-07-10 17:40:38
AB-1-00454,54.91,2026-02-18 02:00:00,small_dollar,sha256:a0f10d95b8299b66,2026-07-10 17:40:38
AB-1-00455,245.92,2026-03-10 16:00:00,fundraising_2026,sha256:9baf6cca6ee6eaf7,2026-07-10 17:40:38
AB-1-00456,101.88,2026-02-16 22:00:00,fundraising_2026,sha256:79a2ff1b2e2cdac4,2026-07-10 17:40:38
AB-1-00457,242.75,2026-02-01 21:00:00,fundraising_2026,sha256:65342f905ebfcdfb,2026-07-10 17:40:38
AB-1-00458,244.98,2026-03-24 21:00:00,gotv_march,sha256:e93639f786ccd5cb,2026-07-10 17:40:38
